T,O,H,L,C,V,A,N,BV,BA
1500247320000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247380000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247440000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247500000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247560000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247620000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247680000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247740000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247800000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247860000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247920000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500247980000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248040000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248100000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248160000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248220000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248280000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248340000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248400000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248460000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248520000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248580000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248640000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248700000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248760000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248820000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248880000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500248940000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249000000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249060000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249120000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249180000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249240000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249300000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249360000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249420000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249480000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249540000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249600000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249660000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249720000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249780000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249840000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249900000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500249960000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250020000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250080000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250140000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250200000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250260000,0.00003915,0.00003915,0.00003915,0.00003915,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250320000,0.00003915,0.00003915,0.00003915,0.00003915,20645.00000000,0.80825175,2,0.00000000,0.00000000
1500250380000,0.00003912,0.00003912,0.00003883,0.00003883,100152.00000000,3.89901592,9,0.00000000,0.00000000
1500250440000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250500000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250560000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250620000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250680000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250740000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250800000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250860000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500250920000,0.00003883,0.00003883,0.00003883,0.00003883,10260.00000000,0.39839580,2,0.00000000,0.00000000
1500250980000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251040000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251100000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251160000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251220000,0.00003883,0.00003883,0.00003883,0.00003883,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251280000,0.00003900,0.00003900,0.00003900,0.00003900,5700.00000000,0.22230000,1,5700.00000000,0.22230000
1500251340000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251400000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251460000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251520000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251580000,0.00003900,0.00003900,0.00003900,0.00003900,37.00000000,0.00144300,1,37.00000000,0.00144300
1500251640000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251700000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251760000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251820000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251880000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500251940000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252000000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252060000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252120000,0.00003900,0.00003900,0.00003900,0.00003900,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252180000,0.00003900,0.00004000,0.00003900,0.00004000,23643.00000000,0.92519285,4,23643.00000000,0.92519285
1500252240000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252300000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252360000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252420000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252480000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252540000,0.00004000,0.00004000,0.00004000,0.00004000,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252600000,0.00004094,0.00004096,0.00004094,0.00004096,5828.00000000,0.23865488,4,5828.00000000,0.23865488
1500252660000,0.00004096,0.00004096,0.00004096,0.00004096,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252720000,0.00004100,0.00004100,0.00004100,0.00004100,5000.00000000,0.20500000,1,5000.00000000,0.20500000
1500252780000,0.00004100,0.00004100,0.00004100,0.00004100,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252840000,0.00004100,0.00004100,0.00004100,0.00004100,0.00000000,0.00000000,0,0.00000000,0.00000000
1500252900000,0.00004096,0.00004149,0.00004096,0.00004149,13362.00000000,0.54951700,3,13362.00000000,0.54951700
1500252960000,0.00004150,0.00004158,0.00004150,0.00004158,33019.00000000,1.37223514,3,33019.00000000,1.37223514
1500253020000,0.00004158,0.00004266,0.00004158,0.00004266,228977.00000000,9.56507399,16,228977.00000000,9.56507399
1500253080000,0.00004298,0.00004298,0.00004298,0.00004298,2998.00000000,0.12885404,2,2998.00000000,0.12885404
1500253140000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253200000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253260000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253320000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253380000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253440000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253500000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253560000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253620000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253680000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253740000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253800000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253860000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253920000,0.00004298,0.00004298,0.00004298,0.00004298,0.00000000,0.00000000,0,0.00000000,0.00000000
1500253980000,0.00004230,0.00004230,0.00004230,0.00004230,3000.00000000,0.12690000,1,3000.00000000,0.12690000
1500254040000,0.00004230,0.00004230,0.00004230,0.00004230,20044.00000000,0.84786120,1,20044.00000000,0.84786120
1500254100000,0.00004260,0.00004260,0.00004260,0.00004260,20394.00000000,0.86878440,1,20394.00000000,0.86878440
1500254160000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254220000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254280000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254340000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254400000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254460000,0.00004260,0.00004260,0.00004260,0.00004260,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254520000,0.00004298,0.00004300,0.00004298,0.00004300,12399.00000000,0.53301700,5,12399.00000000,0.53301700
1500254580000,0.00004300,0.00004300,0.00004300,0.00004300,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254640000,0.00004300,0.00004300,0.00004300,0.00004300,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254700000,0.00004300,0.00004300,0.00004300,0.00004300,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254760000,0.00004300,0.00004300,0.00004300,0.00004300,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254820000,0.00004250,0.00004250,0.00004250,0.00004250,6324.00000000,0.26877000,1,0.00000000,0.00000000
1500254880000,0.00004250,0.00004250,0.00004250,0.00004250,0.00000000,0.00000000,0,0.00000000,0.00000000
1500254940000,0.00004210,0.00004210,0.00004210,0.00004210,2767.00000000,0.11649070,1,0.00000000,0.00000000
1500255000000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255060000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255120000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255180000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255240000,0.00004210,0.00004210,0.00004210,0.00004210,233.00000000,0.00980930,1,0.00000000,0.00000000
1500255300000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255360000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255420000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255480000,0.00004210,0.00004210,0.00004210,0.00004210,1000.00000000,0.04210000,1,0.00000000,0.00000000
1500255540000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255600000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255660000,0.00004211,0.00004211,0.00004210,0.00004210,6239.00000000,0.26268190,2,0.00000000,0.00000000
1500255720000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255780000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255840000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500255900000,0.00004200,0.00004200,0.00004200,0.00004200,5000.00000000,0.21000000,1,0.00000000,0.00000000
1500255960000,0.00004200,0.00004200,0.00004200,0.00004200,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256020000,0.00004200,0.00004200,0.00004190,0.00004190,17998.00000000,0.75511620,2,0.00000000,0.00000000
1500256080000,0.00004150,0.00004210,0.00004100,0.00004210,37543.00000000,1.55340010,4,3761.00000000,0.15833810
1500256140000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256200000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256260000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256320000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256380000,0.00004210,0.00004210,0.00004210,0.00004210,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256440000,0.00004229,0.00004229,0.00004229,0.00004229,7297.00000000,0.30859013,1,7297.00000000,0.30859013
1500256500000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256560000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256620000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256680000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256740000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256800000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256860000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256920000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500256980000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257040000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257100000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257160000,0.00004229,0.00004229,0.00004229,0.00004229,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257220000,0.00004150,0.00004150,0.00004150,0.00004150,2703.00000000,0.11217450,1,0.00000000,0.00000000
1500257280000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257340000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257400000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257460000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257520000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257580000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257640000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257700000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257760000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257820000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257880000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500257940000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258000000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258060000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258120000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258180000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258240000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258300000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258360000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258420000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258480000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258540000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258600000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258660000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258720000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258780000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258840000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258900000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500258960000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259020000,0.00004150,0.00004150,0.00004150,0.00004150,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259080000,0.00004150,0.00004150,0.00004150,0.00004150,2000.00000000,0.08300000,3,0.00000000,0.00000000
1500259140000,0.00004150,0.00004150,0.00004002,0.00004002,18100.00000000,0.72501656,6,0.00000000,0.00000000
1500259200000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259260000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259320000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259380000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259440000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259500000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259560000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259620000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259680000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259740000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259800000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259860000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259920000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500259980000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260040000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260100000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260160000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260220000,0.00004002,0.00004002,0.00004002,0.00004002,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260280000,0.00004187,0.00004188,0.00004090,0.00004090,8288.00000000,0.34668056,3,7888.00000000,0.33032056
1500260340000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260400000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260460000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260520000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260580000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260640000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260700000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260760000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260820000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260880000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500260940000,0.00004090,0.00004090,0.00004090,0.00004090,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261000000,0.00004209,0.00004209,0.00004209,0.00004209,100.00000000,0.00420900,1,100.00000000,0.00420900
1500261060000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261120000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261180000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261240000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261300000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261360000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261420000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261480000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261540000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261600000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261660000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261720000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261780000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261840000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261900000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500261960000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500262020000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500262080000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
1500262140000,0.00004209,0.00004209,0.00004209,0.00004209,0.00000000,0.00000000,0,0.00000000,0.00000000
